aX,aY,aZ
0.478,-0.379,0.9
0.475,-0.333,0.873
0.541,-0.302,0.881
0.489,-0.186,0.711
0.554,-0.12,0.867
0.634,-0.111,0.907
0.672,-0.072,1.066
0.659,-0.074,1.11
0.664,-0.073,1.112
0.685,-0.076,1.077
0.723,-0.071,1.051
0.763,-0.017,1.034
0.771,0.011,1.039
0.81,0.048,1.072
0.813,0.151,1.097
0.813,0.169,1.059
0.811,0.238,1.042
0.815,0.167,0.933
0.925,0.22,1.032
0.922,0.193,1.023
0.924,0.193,1.036
0.897,0.3,1.015
0.901,0.322,0.984
0.937,0.337,0.992
0.959,0.411,0.994
0.954,0.495,0.979
0.986,0.566,0.995
0.977,0.676,0.97
1.043,0.758,0.995
1.076,0.708,1.046
1.02,0.834,1.034
0.996,0.951,1.068
0.993,0.967,1.068
0.969,1.061,1.044
1.014,0.991,1.126
1.025,0.985,1.072
0.987,1.082,1.056
0.976,1.129,1.017
0.986,1.176,1.035
0.988,1.215,1.05
0.97,1.255,1.046
0.971,1.336,1.053
0.979,1.374,1.043
0.96,1.458,1.039
0.961,1.617,1.055
0.956,1.552,1.057
0.945,1.636,1.045
0.942,1.672,1.053
0.931,1.732,1.042
0.928,1.75,1.004
0.927,1.785,0.989
0.935,1.795,0.968
0.935,1.836,0.963
0.934,1.875,0.934
0.916,1.873,0.876
0.91,1.94,0.885
0.909,1.997,0.904
0.885,1.992,0.894
0.878,1.991,0.817
0.88,1.969,0.755
0.868,1.944,0.729
0.857,1.915,0.651
0.859,1.819,0.637
0.875,1.763,0.655
0.842,1.767,0.647
0.86,1.713,0.664
0.842,1.666,0.606
0.846,1.631,0.61
0.863,1.57,0.622
0.881,1.541,0.635
0.888,1.486,0.646
0.887,1.454,0.67
0.92,1.354,0.692
0.93,1.293,0.675
0.838,1.212,0.634
0.946,1.044,0.784
0.971,0.972,0.903
0.926,0.996,0.936
0.845,1.03,0.866
0.899,0.879,0.916
0.912,0.801,0.918
0.947,0.766,0.937
0.961,0.696,0.947
0.92,0.669,0.893
0.871,0.606,0.869
0.871,0.56,0.852
0.877,0.48,0.849
0.881,0.402,0.838
0.882,0.361,0.813
0.849,0.284,0.795
0.834,0.216,0.782
0.767,-0.293,1.054
0.766,-0.375,1.087
0.756,-0.407,1.133
0.716,-0.392,0.995
0.71,-0.453,0.906
0.714,-0.475,0.874
0.715,-0.56,0.803
0.683,-0.811,0.615
0.58,-0.783,0.508
0.617,-0.917,0.691
0.643,-0.962,0.745
0.598,-1.082,0.794
0.583,-1.216,0.9
0.547,-1.263,0.958
0.384,-1.333,1.099
0.455,-1.367,1.26
0.421,-1.42,1.336
0.408,-1.344,1.464
0.37,-1.326,1.606
0.377,-1.161,1.532
0.374,-1.296,1.357
0.313,-1.261,1.198
0.283,-1.157,1.128
0.274,-1.004,1.012
0.27,-0.934,0.986
0.287,-0.808,0.979
0.281,-0.775,0.882
0.256,-0.779,0.85
0.244,-0.827,0.786
0.217,-0.895,0.722
0.182,-0.996,0.71
0.174,-1.036,0.736
0.136,-1.101,0.739
0.095,-1.164,0.758
0.085,-1.2,0.798
0.062,-1.286,0.814
0.05,-1.37,0.836
0.035,-1.402,0.858
0.025,-1.438,0.877
0.023,-1.45,0.918
0.011,-1.462,0.928
0.009,-1.484,0.938
0.006,-1.484,0.935
-0.006,-1.49,0.926
-0.008,-1.508,0.917
-0.005,-1.518,0.892
-0.007,-1.527,0.888
0.029,-1.633,0.858
0.023,-1.462,0.999
0.029,-1.143,0.998
0.089,-1.584,1.022
0.111,-1.45,1.295
0.102,-1.247,1.292
-0.023,-1.266,0.94
0.015,-1.305,0.967
0.1,-1.183,1.022
0.156,-1.118,1.017
0.161,-1.178,0.994
0.163,-1.159,1.107
0.218,-0.975,1.13
0.216,-1.15,1.071
0.194,-1.121,1.083
0.209,-1.09,1.117
0.228,-1.103,1.154
0.254,-1.072,1.165
0.252,-1.07,1.165
0.257,-1.07,1.186
0.27,-1.051,1.192
0.277,-1.063,1.186
0.262,-1.067,1.149
0.229,-1.077,1.127
0.261,-1.095,1.118
0.2,-1.019,1.073
0.206,-0.994,1.031
0.21,-0.971,0.938
0.195,-0.917,0.892
0.196,-0.853,0.813
0.205,-0.811,0.749
0.217,-0.72,0.736
0.238,-0.649,0.755
0.202,-0.558,0.565
0.238,-0.507,0.62
0.317,-0.398,0.731
0.32,-0.463,0.779
0.331,-0.465,0.905
0.341,-0.492,0.989
0.272,-0.55,0.981
0.243,-0.55,0.917
0.269,-0.511,0.929
0.327,-0.419,0.925
0.356,-0.459,0.902
0.39,-0.468,0.883
0.387,-0.426,0.818
0.404,-0.381,0.887
0.442,-0.269,0.923
0.447,-0.158,0.97
0.467,-0.117,0.988
0.619,-0.065,1.067
0.518,-0.029,1.07
0.496,0.065,1.055
0.516,0.125,1.034
0.571,0.139,1.032
0.586,0.146,1.029
0.582,0.151,1.002
0.528,0.239,0.965
0.536,0.212,0.841
0.597,0.269,0.875
0.641,0.241,0.907
0.635,0.26,0.907
0.652,0.314,0.911
0.639,0.358,0.856
0.631,0.429,0.842
0.668,0.391,0.905
0.688,0.437,0.927
0.638,0.638,0.864
0.761,0.516,0.984
0.805,0.524,0.929
0.772,0.637,0.956
0.83,0.705,1.027
0.868,0.713,1.206
0.853,0.817,1.238
0.856,0.882,1.283
0.879,0.904,1.308
0.886,1.001,1.309
0.914,0.987,1.331
0.921,1.032,1.318
0.931,1.072,1.331
0.935,1.17,1.322
0.94,1.219,1.346
0.963,1.218,1.342
0.904,1.353,1.313
0.904,1.393,1.299
0.913,1.439,1.283
0.912,1.537,1.26
0.897,1.589,1.227
0.866,1.708,1.185
0.872,1.751,1.169
0.888,1.815,1.159
0.886,1.874,1.135
0.871,1.915,1.124
0.87,1.904,1.12
0.862,1.915,1.097
0.829,1.97,1.078
0.821,2.018,1.07
0.84,1.957,1.051
0.826,1.955,1.03
0.806,1.975,0.996
0.773,1.948,0.953
0.779,1.78,0.903
0.788,1.848,0.882
0.767,1.81,0.739
0.742,1.795,0.659
0.789,1.701,0.671
0.779,1.661,0.612
0.751,1.628,0.6
0.757,1.564,0.608
0.771,1.52,0.619
0.774,1.448,0.639
0.793,1.421,0.677
0.826,1.368,0.697
0.842,1.339,0.739
0.865,1.289,0.747
0.896,1.2,0.783
0.89,1.203,0.816
0.865,1.083,0.73
0.94,1.001,0.881
0.937,0.931,0.856
0.976,0.769,0.996
0.95,0.778,1.006
0.841,0.815,0.955
0.913,0.657,1.06
0.891,0.627,0.987
0.89,0.546,0.969
0.9,0.496,0.942
0.865,0.44,0.919
0.842,0.417,0.893
0.819,0.376,0.894
0.813,0.361,0.9
0.799,0.355,0.9
0.792,0.343,0.898
0.778,0.319,0.885
0.739,0.275,0.871
0.722,0.233,0.831
0.72,0.194,0.823
0.724,0.135,0.84
0.716,0.121,0.899
0.694,0.104,0.932
0.681,0.092,0.993
0.675,0.033,1.018
0.685,-0.047,1.071
0.713,-0.092,1.112
0.733,-0.18,1.126
0.735,-0.286,1.14
0.701,-0.335,1.155
0.677,-0.406,1.201
0.674,-0.446,1.223
0.622,-0.531,1.152
0.564,-0.549,1.053
0.536,-0.578,0.958
0.509,-0.607,0.903
0.511,-0.627,0.805
0.469,-0.747,0.703
0.473,-0.838,0.63
0.526,-0.901,0.717
0.464,-1.015,0.718
0.441,-0.935,0.837
0.416,-1.048,0.759
0.415,-1.094,0.748
0.442,-0.965,0.905
0.507,-0.861,1.133
0.477,-0.736,1.136
0.47,-0.584,1.292
0.474,-0.587,1.153
0.447,-0.627,1.172
0.434,-0.664,1.02
0.427,-0.805,0.956
0.423,-0.848,0.899
0.41,-0.832,0.912
0.353,-0.786,0.923
0.348,-0.852,0.959
0.348,-0.883,0.977
0.339,-0.996,0.943
0.312,-1.179,0.813
0.264,-1.283,0.712
0.229,-1.468,0.689
0.211,-1.535,0.687
0.177,-1.628,0.704
0.145,-1.692,0.755
0.134,-1.705,0.817
0.117,-1.713,0.841
0.112,-1.718,0.891
0.105,-1.714,0.906
0.108,-1.69,0.91
0.111,-1.672,0.895
0.125,-1.625,0.895
0.135,-1.539,0.903
0.142,-1.494,0.91
0.143,-1.421,0.919
0.122,-1.45,0.91
0.174,-1.413,0.936
0.144,-1.044,0.925
0.105,-1.307,0.995
0.236,-1.591,1.05
0.197,-1.434,1.024
0.097,-1.403,0.993
0.088,-1.377,0.977
0.114,-1.375,1.034
0.153,-1.275,1.007
0.111,-1.244,0.8
0.145,-1.218,0.794
0.246,-1.158,0.81
0.283,-1.152,0.889
0.445,-0.93,1.297
0.426,-0.91,1.09
0.222,-0.863,1.118
0.357,-1.164,1.141
0.326,-1.139,1.075
0.336,-1.176,1.095
0.328,-1.244,1.119
0.292,-1.239,1.129
0.278,-1.194,1.127
0.279,-1.12,1.096
0.279,-1.082,1.076
0.288,-1.018,1.017
0.292,-0.994,0.944
0.303,-0.945,0.909
0.3,-0.874,0.851
0.296,-0.834,0.825
0.305,-0.762,0.822
0.305,-0.731,0.813
0.327,-0.659,0.816
0.331,-0.559,0.785
0.459,-0.605,1.003
0.435,-0.604,0.996
0.412,-0.544,1.084
0.392,-0.552,1.097
0.351,-0.542,1.063
0.344,-0.426,1.045
0.394,-0.403,0.974
0.437,-0.342,0.947
0.488,-0.298,1.056
0.551,-0.199,1.13
0.55,-0.233,1.172
0.525,-0.242,1.126
0.506,-0.185,1.073
0.524,-0.02,1.045
0.595,-0.063,1.062
0.569,0.027,0.965
0.587,0.031,1.013
0.623,0.049,1.036
0.614,0.109,1.01
0.609,0.145,0.986
0.62,0.221,0.95
0.654,0.254,0.937
0.629,0.387,0.928
0.626,0.405,0.825
0.776,0.383,0.909
0.822,0.383,1.052
0.717,0.423,1.038
0.705,0.478,1.037
0.727,0.48,1.022
0.773,0.488,1.003
0.792,0.508,0.993
0.802,0.562,0.988
0.677,0.86,0.868
0.843,0.532,0.902
0.856,0.551,0.895
0.776,0.784,0.82
0.893,0.805,0.932
0.903,0.774,1.018
0.839,0.792,1.05
0.794,0.875,1.04
0.786,0.87,1.08
0.792,0.938,1.069
0.738,1.106,0.964
0.856,1.177,0.999
0.931,0.981,1.021
0.802,1.175,0.939
0.816,1.185,1.009
0.853,1.18,1.03
0.799,1.288,1.031
0.791,1.328,1.059
0.806,1.341,1.083
0.796,1.471,1.056
0.765,1.412,1.042
0.765,1.456,1.011
0.763,1.456,0.994
0.627,1.485,0.935
0.748,1.535,0.923
0.766,1.564,0.916
0.77,1.605,0.936
0.767,1.63,0.967
0.757,1.658,0.986
0.759,1.643,1.006
0.77,1.569,1.014
0.776,1.547,1.028
0.795,1.532,1.047
0.812,1.532,1.066
0.769,1.547,1.008
0.804,1.52,1.037
0.826,1.481,1.031
0.783,1.485,0.971
0.794,1.449,0.959
0.827,1.427,0.97
0.824,1.396,0.989
0.823,1.377,1.003
0.813,1.346,0.995
0.812,1.328,0.967
0.815,1.281,0.946
0.835,1.167,0.93
0.889,1.159,0.954
0.771,1.101,0.868
0.936,1.056,1.007
0.813,1.088,0.936
0.825,1.053,1
0.903,0.954,1.049
0.868,1.055,1.002
0.934,0.941,1.019
0.954,0.875,1.054
0.956,0.871,1.08
0.956,0.847,1.12
0.953,0.825,1.219
0.959,0.744,1.229
0.944,0.718,1.214
0.905,0.689,1.176
0.901,0.61,1.116
0.902,0.569,1.09
0.896,0.513,1.052
0.887,0.486,1.014
0.86,0.433,0.997
0.847,0.385,0.976
0.843,0.362,0.975
0.842,0.294,0.977
0.83,0.274,0.96
0.805,0.232,0.956
0.794,0.181,0.912
0.82,0.144,0.911
0.852,0.094,0.957
0.843,0.084,1.016
0.8,0.063,1.035
0.782,0.057,1.025
0.761,0.012,1.001
0.757,-0.092,0.952
0.743,-0.146,0.926
0.707,-0.237,0.896
0.685,-0.288,0.895
0.633,-0.327,0.913
0.615,-0.342,0.962
0.596,-0.381,0.931
0.529,-0.485,0.862
0.527,-0.535,0.842
0.56,-0.558,0.862
0.517,-0.611,0.848
0.456,-0.679,0.762
0.447,-0.75,0.77
0.537,-0.737,0.936
0.545,-0.792,0.873
0.438,-0.816,0.731
0.55,-0.967,0.88
0.546,-1.045,0.872
0.417,-1.1,0.84
0.383,-1.11,0.892
0.341,-1.108,0.913
0.28,-1.092,0.917
0.258,-1.084,0.892
0.258,-1.094,0.877
0.259,-1.114,0.834
0.266,-1.124,0.825
0.276,-1.166,0.834
0.271,-1.208,0.866
0.259,-1.223,0.901
0.252,-1.274,0.961
0.244,-1.355,1.018
0.238,-1.392,1.05
0.228,-1.461,1.065
0.19,-1.486,1.023
0.172,-1.516,1
0.172,-1.53,0.953
0.169,-1.52,0.937
0.166,-1.484,0.948
0.146,-1.468,0.983
0.106,-1.456,1
0.068,-1.454,1.033
0.059,-1.459,1.052
0.053,-1.483,1.06
0.05,-1.506,1.061
0.036,-1.527,1.053
0.024,-1.57,1.051
0.013,-1.579,1.037
-0.006,-1.606,1.019
0.02,-1.472,0.981
0.05,-1.219,1.013
0.172,-1.497,1.057
0.177,-1.546,1.022
0.071,-1.464,0.945
0.047,-1.372,0.921
0.072,-1.359,0.915
0.116,-1.362,0.912
0.129,-1.315,0.907
0.131,-1.301,0.877
0.149,-1.288,0.896
0.151,-1.304,0.841
0.145,-1.306,0.831
0.177,-1.295,0.877
0.201,-1.277,0.967
0.192,-1.126,0.973
0.217,-1.232,0.96
0.258,-1.181,0.974
0.305,-1.157,1.085
0.341,-1.098,1.175
0.237,-1.085,1.079
0.239,-1.116,1.027
0.267,-1.105,0.954
0.292,-1.058,0.925
0.319,-0.97,0.846
0.359,-0.961,0.874
0.369,-0.926,0.865
0.364,-0.935,0.881
0.337,-0.895,0.871
0.338,-0.864,0.844
0.348,-0.851,0.806
0.361,-0.771,0.786
0.363,-0.694,0.734
0.378,-0.646,0.677
0.437,-0.521,0.705
0.465,-0.439,0.713
0.495,-0.353,0.819
0.508,-0.294,0.855
0.507,-0.32,0.896
0.477,-0.299,0.89
0.512,-0.277,0.912
0.544,-0.29,0.964
0.557,-0.262,0.98
0.584,-0.222,1.015
0.574,-0.192,0.957
0.623,-0.194,0.994
0.803,0.374,0.87
0.701,0.454,0.82
0.589,0.756,0.719
0.709,0.504,0.799
0.95,0.545,0.767
0.869,0.793,0.822
0.904,0.757,1.031
0.935,0.59,1.141
0.873,0.663,1.204
0.857,0.73,1.27
0.871,0.762,1.313
0.865,0.8,1.261
0.899,0.885,1.269
0.949,0.876,1.263
0.947,1.038,1.222
0.96,1.202,1.2
0.979,1.261,1.179
0.966,1.32,1.157
0.994,1.337,1.147
0.979,1.449,1.166
1.016,1.347,1.23
0.862,1.394,1.118
0.859,1.572,1.167
0.884,1.646,1.145
0.887,1.797,1.127
0.906,1.85,1.102
0.912,1.908,1.064
0.914,2.009,1.038
0.9,2.039,0.998
0.872,2.086,0.985
0.854,2.136,0.964
0.822,2.138,0.96
0.816,2.067,0.959
0.81,2.016,1.102
0.768,1.962,1.017
0.724,1.977,0.956
0.732,1.929,0.948
0.782,1.849,0.977
0.763,1.806,0.911
0.731,1.794,0.776
0.79,1.767,0.791
0.801,1.715,0.813
0.797,1.62,0.835
0.815,1.552,0.884
0.804,1.496,0.883
0.8,1.479,0.846
0.792,1.455,0.822
0.788,1.45,0.762
0.788,1.42,0.735
0.778,1.371,0.644
0.783,1.341,0.62
0.814,1.277,0.625
0.817,1.259,0.652
0.815,1.247,0.671
0.814,1.206,0.693
0.876,1.156,0.736
0.794,1.168,0.67
0.859,1.078,0.793
0.969,0.917,0.851
0.884,0.889,1.104
0.853,1.061,0.973
0.938,0.903,1.054
0.953,0.841,1.062
0.934,0.769,1.075
0.96,0.712,1.12
0.996,0.691,1.132
0.974,0.655,1.134
0.967,0.623,1.135
0.951,0.545,1.132
0.935,0.492,1.101
0.917,0.463,1.081
0.911,0.413,1.04
0.878,0.394,0.996
0.843,0.361,0.966
0.821,0.344,0.879
0.825,0.279,0.854
0.832,0.221,0.84
0.813,0.196,0.845
0.771,0.148,0.844
0.756,0.121,0.833
0.746,0.058,0.829
0.746,-0.033,0.825
0.756,-0.085,0.824
0.767,-0.214,0.844
0.763,-0.287,0.889
0.732,-0.391,0.934
0.719,-0.45,1.015
0.7,-0.486,0.997
0.645,-0.569,0.896
0.625,-0.567,0.804
0.668,-0.563,0.799
0.644,-0.631,0.718
0.617,-0.606,0.736
0.604,-0.591,0.69
0.576,-0.637,0.639
0.616,-0.646,0.682
0.644,-0.681,0.7
0.649,-0.835,0.66
0.664,-0.911,0.686
0.689,-1.03,0.731
0.701,-1.081,0.861
0.691,-1.211,0.926
0.681,-1.38,1.059
0.642,-1.463,1.167
0.577,-1.618,1.209
0.536,-1.674,1.335
0.503,-1.681,1.407
0.434,-1.792,1.387
0.38,-1.812,1.251
0.312,-1.783,1.2
0.306,-1.646,1.154
0.295,-1.59,1.097
0.295,-1.427,1.091
0.32,-1.439,1.078
0.309,-1.396,1.021
0.249,-1.262,0.979
0.245,-1.229,0.93
0.272,-1.21,0.934
0.282,-1.226,0.952
0.265,-1.288,0.981
0.249,-1.384,0.996
0.203,-1.443,0.981
0.17,-1.553,0.974
0.153,-1.627,0.954
0.136,-1.653,0.944
0.11,-1.721,0.937
0.112,-1.749,0.825
0.016,-1.599,0.785
0.089,-1.465,1.016
0.193,-1.65,0.91
0.077,-1.687,0.883
0.037,-1.572,0.766
0.043,-1.522,0.735
0.095,-1.468,0.729
0.103,-1.497,0.662
0.111,-1.433,0.651
0.116,-1.369,0.643
0.137,-1.366,0.667
0.148,-1.39,0.677
0.146,-1.409,0.7
0.16,-1.405,0.756
0.19,-1.379,0.787
0.191,-1.351,0.814
0.211,-1.315,0.835
0.248,-1.289,0.864
0.27,-1.148,0.915
0.297,-1.2,1.07
0.356,-1.183,1.052
0.364,-1.133,1.13
0.383,-1.111,1.139
0.378,-1.122,1.113
0.361,-1.117,1.088
0.368,-1.085,1.074
0.38,-1.072,1.048
0.399,-1.032,1.033
0.404,-0.975,0.979
0.387,-0.929,0.935
0.415,-0.899,0.877
0.415,-0.875,0.801
0.4,-0.779,0.772
0.417,-0.73,0.747
0.445,-0.73,0.69
0.447,-0.671,0.672
0.448,-0.574,0.639
0.455,-0.535,0.651
0.474,-0.519,0.673
0.49,-0.503,0.718
0.51,-0.437,0.734
0.519,-0.379,0.786
0.534,-0.343,0.85
0.575,-0.29,0.901
0.518,-0.127,0.757
0.634,-0.153,0.988
0.732,-0.16,1.046
0.697,-0.097,1.072
0.679,-0.035,1.087
0.679,-0.004,1.074
0.697,0.03,1.047
0.717,0.099,1.027
0.749,0.116,1.037
0.787,0.16,1.03
0.786,0.199,0.988
0.787,0.219,0.965
0.784,0.3,0.911
0.761,0.381,0.863
0.811,0.364,0.823
0.832,0.447,0.909
0.849,0.499,0.924
0.819,0.633,0.944
0.828,0.663,0.961
0.826,0.77,0.954
0.81,0.813,0.943
0.859,0.972,0.983
0.915,1.035,1.147
1.118,0.826,1.267
1.064,1.065,1.274
0.913,1.148,1.273
0.907,1.118,1.292
0.926,1.076,1.291
0.947,1.098,1.279
0.964,1.198,1.233
0.913,1.276,1.198
0.92,1.34,1.187
0.954,1.355,1.146
0.93,1.482,1.112
0.949,1.531,1.136
0.944,1.647,1.12
0.924,1.801,1.11
0.941,1.833,1.111
0.936,1.919,1.101
0.932,1.953,1.109
0.901,2.066,1.104
0.9,2.099,1.11
0.908,2.116,1.124
0.903,2.127,1.128
0.898,2.108,1.123
0.877,2.141,1.103
0.864,2.162,1.053
0.878,2.106,1.044
0.881,2.093,1.05
0.853,2.061,1.016
0.823,2.036,0.924
0.848,1.972,0.87
0.81,1.896,0.768
0.806,1.842,0.694
0.826,1.806,0.693
0.813,1.737,0.692
0.783,1.696,0.692
0.786,1.6,0.709
0.79,1.558,0.708
0.789,1.498,0.71
0.8,1.449,0.723
0.79,1.436,0.678
0.817,1.376,0.663
0.834,1.295,0.66
0.856,1.263,0.693
0.877,1.219,0.722
0.884,1.2,0.781
0.886,1.155,0.817
0.911,1.087,0.844
0.918,1.083,0.875
0.897,0.93,0.767
0.968,0.895,0.918
1.051,0.685,1.038
0.934,0.879,0.936
0.866,0.882,0.932
0.912,0.762,0.955
0.926,0.733,0.96
0.963,0.702,0.968
0.962,0.69,0.965
0.915,0.651,0.959
0.889,0.611,0.96
0.858,0.61,0.965
0.856,0.593,0.968
0.857,0.583,0.96
0.842,0.569,0.953
0.836,0.572,0.907
0.862,0.548,0.893
0.879,0.503,0.895
0.888,0.495,0.912
0.754,0.484,0.939
0.856,0.464,0.952
0.851,0.385,0.957
0.855,0.27,0.97
0.87,0.206,0.965
0.875,0.077,0.985
0.862,0.014,1.022
0.834,-0.086,1.051
0.813,-0.158,1.095
0.804,-0.187,1.163
0.778,-0.297,1.137
0.73,-0.339,0.99
0.688,-0.368,0.928
0.664,-0.524,0.737
0.678,-0.544,0.695
0.719,-0.618,0.745
0.721,-0.651,0.779
0.669,-0.679,0.801
0.654,-0.727,0.836
0.616,-0.758,0.833
0.615,-0.793,0.855
0.613,-0.797,0.882
0.631,-0.708,0.944
0.66,-0.791,0.99
0.638,-0.877,0.976
0.598,-0.839,1.051
0.607,-0.726,1.088
0.608,-0.742,1.09
0.624,-0.783,1.104
0.593,-0.794,1.062
0.618,-0.801,1.074
0.642,-0.947,1.033
0.643,-1.068,0.97
0.632,-1.155,0.916
0.616,-1.305,0.925
0.581,-1.417,0.939
0.576,-1.559,0.987
0.562,-1.634,1.02
0.515,-1.662,1.021
0.487,-1.692,1.06
0.467,-1.689,1.104
0.406,-1.671,1.116
0.355,-1.672,1.103
0.235,-1.669,1.096
0.208,-1.807,1.149
0.239,-2.249,1.296
0.271,-2.54,1.363
0.24,-3.011,1.453
0.088,-3.119,1.362
-0.07,-3.13,1.252
-0.086,-2.876,1.021
-0.044,-2.647,0.63
0.018,-2.132,0.598
0.114,-1.852,0.331
0.243,-1.346,0.394
0.387,-1.031,0.663
0.421,-1.014,0.712
0.407,-0.905,0.741
0.375,-0.781,0.709
0.341,-0.794,0.764
0.366,-0.886,0.818
0.355,-1.004,0.926
0.338,-1.104,0.938
0.337,-1.148,0.923
0.346,-1.149,0.865
0.411,-1.135,0.899
0.431,-1.047,0.848
0.422,-1.021,0.821
0.486,-0.999,0.819
0.51,-0.985,0.847
0.566,-0.973,0.878
0.585,-0.967,0.92
0.595,-0.976,0.962
0.613,-1.008,0.983
0.624,-1.023,1.015
0.621,-1.059,0.997
0.596,-1.098,0.981
0.584,-1.109,0.96
0.584,-1.062,0.961
0.608,-1.063,0.942
0.619,-1.029,0.935
0.63,-0.902,0.927
0.636,-0.815,0.92
0.64,-0.772,0.909
0.631,-0.783,0.863
0.621,-0.714,0.815
0.632,-0.684,0.824
0.635,-0.596,0.813
0.649,-0.562,0.813
0.695,-0.503,0.826
0.71,-0.421,0.86
0.768,-0.412,0.942
0.695,-0.275,0.84
0.693,-0.232,0.746
0.763,-0.152,0.767
0.817,-0.163,0.937
0.854,-0.138,1.056
0.849,0.062,1.149
0.865,0.112,1.118
0.896,0.149,1.108
0.895,0.201,1.07
0.916,0.212,1.081
0.932,0.238,1.076
0.939,0.34,1.1
0.954,0.377,1.078
0.958,0.408,1.064
0.941,0.482,0.946
1.056,0.426,0.996
1.103,0.578,1.138
1.013,0.59,1.108
1.001,0.656,1.143
0.998,0.689,1.142
1.01,0.719,1.114
1.013,0.759,1.072
1.049,0.837,1.063
1.058,0.879,1.084
1.049,0.913,1.084
1.122,0.998,1.074
1.057,0.99,1.226
1.019,1.133,1.211
1.011,1.177,1.169
1.039,1.241,1.174
1.048,1.285,1.167
1.031,1.3,1.165
0.988,1.418,1.124
0.982,1.41,1.118
0.943,1.459,1.109
0.931,1.615,1.079
0.904,1.583,1.047
0.922,1.576,1.045
0.885,1.66,0.94
0.884,1.696,0.947
0.882,1.868,0.913
0.846,1.87,0.91
0.875,1.969,0.946
0.814,2.033,0.934
0.863,2.037,0.956
0.845,2.053,0.909
0.823,2.162,0.901
0.838,2.191,0.913
0.854,2.206,0.931
0.827,2.253,0.933
0.819,2.263,0.928
0.81,2.254,0.921
0.806,2.259,0.884
0.8,2.257,0.861
0.817,2.168,0.83
0.841,2.203,0.78
0.821,1.991,0.7
0.811,1.983,0.642
0.793,1.984,0.613
0.818,1.886,0.656
0.836,1.835,0.647
0.834,1.721,0.671
0.875,1.629,0.671
0.822,1.627,0.666
0.835,1.602,0.673
0.889,1.466,0.669
0.904,1.383,0.7
0.945,1.339,0.758
0.945,1.341,0.748
0.915,1.314,0.777
0.961,1.223,0.81
0.966,1.178,0.867
0.977,1.098,0.907
0.977,1.034,0.975
0.976,0.997,1.029
0.955,0.937,1.036
0.972,0.902,1.098
1.005,0.815,1.116
1.007,0.752,1.108
0.97,0.732,1.081
0.947,0.674,1.019
0.915,0.646,0.964
0.93,0.579,0.953
0.94,0.507,0.924
0.941,0.473,0.912
0.945,0.394,0.902
0.934,0.37,0.89
0.903,0.317,0.882
0.891,0.293,0.842
0.889,0.234,0.823
0.896,0.173,0.822
0.901,0.156,0.866
0.882,0.146,0.894
0.87,0.143,0.949
0.856,0.127,0.973
0.858,0.073,1.007
0.882,0.03,1.014
0.904,-0.078,1.043
0.935,-0.146,1.06
0.936,-0.284,1.079
0.926,-0.39,1.123
0.911,-0.45,1.159
0.89,-0.572,1.171
0.89,-0.662,1.209
0.903,-0.705,1.245
0.817,-0.76,1.13
0.748,-0.829,0.846
0.732,-0.832,0.798
0.86,-0.784,0.873
0.849,-0.842,0.817
0.997,-0.993,0.999
0.977,-1.139,1.031
0.955,-1.214,1.125
0.908,-1.343,1.34
0.82,-1.535,1.085
0.753,-1.802,1.357
0.711,-1.953,1.46
0.651,-1.859,1.548
0.539,-1.798,1.512
0.52,-1.812,1.445
0.491,-1.796,1.332
0.486,-1.687,1.317
0.509,-1.536,1.318
0.48,-1.498,1.249
0.439,-1.444,1.098
0.394,-1.41,1.034
0.37,-1.317,1.01
0.397,-1.22,1.003
0.351,-1.486,0.861
0.291,-1.475,0.719
0.243,-1.496,0.701
0.224,-1.314,0.746
0.261,-1.497,0.893
0.212,-1.554,0.827
0.12,-1.546,0.786
0.095,-1.523,0.656
0.086,-1.536,0.608
0.107,-1.619,0.555
0.095,-1.621,0.518
0.065,-1.557,0.507
0.064,-1.526,0.491
0.061,-1.514,0.454
0.061,-1.525,0.437
0.049,-1.507,0.371
0.021,-1.484,0.333
0.031,-1.456,0.278
0.047,-1.452,0.268
0.077,-1.41,0.282
0.093,-1.342,0.33
0.126,-1.306,0.376
0.173,-1.29,0.409
0.205,-1.265,0.515
0.259,-1.243,0.566
0.328,-1.221,0.724
0.341,-1.2,0.8
0.366,-1.208,0.826
0.385,-1.186,0.88
0.432,-1.192,0.904
0.481,-1.204,0.951
0.517,-1.161,1.084
0.544,-1.15,1.104
0.525,-1.14,1.064
0.492,-1.119,1.011
0.536,-1.095,1.007
0.566,-1.017,1.028
0.564,-0.99,0.891
0.537,-0.995,0.928
0.531,-0.947,0.886
0.546,-0.921,0.875
0.575,-0.858,0.895
0.58,-0.841,0.893
0.566,-0.8,0.884
0.551,-0.751,0.864
0.598,-0.734,0.925
0.632,-0.59,0.981
0.693,-0.552,1.117
0.67,-0.539,1.111
0.699,-0.509,1.151
0.682,-0.499,1.085
0.731,-0.488,1.137
0.742,-0.446,1.125
0.753,-0.429,1.164
0.756,-0.39,1.155
0.778,-0.333,1.189
0.825,-0.266,1.244
0.747,-0.193,1.197
0.759,-0.142,1.178
0.803,-0.038,1.09
0.837,0.098,1.135
0.815,0.269,1.178
0.87,0.09,1.069
0.649,0.404,0.817
0.862,0.471,1.508
1.153,0.32,1.68
0.983,0.379,1.408
0.909,0.422,1.418
0.949,0.328,1.404
0.962,0.371,1.331
